"index","job_title","salary_estimate","rating","company_name","location","headquarters","workforce","founded","type_of_ownership","industry","sector","revenue","state"
399,"Applied Computer Scientist","$110K-$163K ","4.5","Systems & Technology Research
","Woburn, MA","Woburn, MA","201 to 500 ",2010,"Company - Private","Aerospace & Defense","Aerospace & Defense","$100 to $500 million (USD)","MA"
400,"Senior Data Analyst","$110K-$163K ","4.5","Novetta
","Herndon, VA","Mc Lean, VA","501 to 1000 ",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$100 to $500 million (USD)","VA"
401,"Cloud Data Engineer (Azure)","$110K-$163K ","3.9","Navy Federal Credit Union
","Merrifield, VA","Vienna, VA","10000+ ",1933,"Other Organization","Banks & Credit Unions","Finance","Unknown / Non-Applicable","VA"
402,"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift","$110K-$163K ","4","Exact Sciences Corporation
","Madison, WI","Madison, WI","1001 to 5000 ",1995,"Company - Public","Health Care Services & Hospitals","Health Care","$100 to $500 million (USD)","WI"
403,"Sr. Data Analyst","$110K-$163K ","3.6","Community Behavioral Health
","Philadelphia, PA","Phila, PA","201 to 500 ",1994,"Company - Private","Health Care Services & Hospitals","Health Care","$500 million to $1 billion (USD)","PA"
404,"Senior Scientist - Toxicologist - Product Integrity (Stewardship)","$110K-$163K ","3.3","Reynolds American
","Winston-Salem, NC","Winston-Salem, NC","5001 to 10000 ",1875,"Company - Private","Consumer Products Manufacturing","Manufacturing","$10+ billion (USD)","NC"
405,"Senior Machine Learning Engineer","$110K-$163K ","5","LifeOmic
","Raleigh, NC","Indianapolis, IN","51 to 200 ",2016,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","NC"
406,"Product Data Scientist - Ads Data Science","$124K-$198K ","4.1","Twitter
","San Francisco, CA","San Francisco, CA","1001 to 5000 ",2006,"Company - Public","Internet","Information Technology","$2 to $5 billion (USD)","CA"
407,"Data Scientist","$124K-$198K ","3.2","Postmates - Corporate HQ
","San Francisco, CA","San Francisco, CA","1001 to 5000 ",2011,"Company - Private","Express Delivery Services","Transportation & Logistics","Unknown / Non-Applicable","CA"
408,"Data Scientist","$124K-$198K ","4.9","Visionist, Inc.
","Columbia, MD","Columbia, MD","51 to 200 ",2010,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$10 to $25 million (USD)","MD"
409,"Data Scientist","$124K-$198K ","0","Navio","San Mateo, CA","Half Moon Bay, CA","N/A",1954,"Company - Private","Other Healthcare Technologies","Transportation & Logistics","Unknown / Non-Applicable","CA"
410,"Data Scientist","$124K-$198K ","3.3","Concerto HealthAI
","Boston, MA","Boston, MA","201 to 500 ",2018,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","MA"
411,"Data Scientist","$124K-$198K ","0","Evolvinc","Burbank, CA","Los Angeles, CA","1 to 50 ",2005,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","CA"
412,"Data Scientist","$124K-$198K ","5","PROPRIUS
","Sunnyvale, CA","London, United Kingdom","1 to 50 ",2005,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","CA"
413,"Data Scientist","$124K-$198K ","3.4","TECHNOCRAFT Solutions
","San Ramon, CA","Hilliard, OH","1 to 50 ",2013,"Company - Private","Advertising & Marketing","Business Services","$1 to $5 million (USD)","CA"
414,"Data Scientist","$124K-$198K ","4.1","Latitude, Inc.
","Washington, DC","Hanover, MD","1 to 50 ",2003,"Company - Private","Consulting","Business Services","$1 to $5 million (USD)","DC"
415,"Data Scientist","$124K-$198K ","5","Royce Geospatial
","Springfield, VA","Arlington, VA","51 to 200 ",2014,"Company - Private","Aerospace & Defense","Aerospace & Defense","$10 to $25 million (USD)","VA"
416,"Data Scientist","$124K-$198K ","4.2","CyberCoders
","Phoenix, AZ","Irvine, CA","201 to 500 ",1999,"Subsidiary or Business Segment","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)","AZ"
417,"Data Scientist","$124K-$198K ","3.7","Booz Allen Hamilton Inc.
","Oxnard, CA","Mc Lean, VA","10000+ ",1914,"Company - Public","Consulting","Business Services","$5 to $10 billion (USD)","CA"
418,"Data Scientist","$124K-$198K ","3.8","Burns & McDonnell
","Kansas City, MO","Kansas City, MO","5001 to 10000 ",1898,"Company - Private","Architectural & Engineering Services","Business Services","$1 to $2 billion (USD)","MO"
419,"Data Scientist","$124K-$198K ","4.8","InvenTech Info
","Jersey City, NJ","Bengaluru, India","201 to 500 ",2010,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)","NJ"
420,"Data Scientist","$124K-$198K ","3.5","Robert Half
","Manchester, NH","Menlo Park, CA","10000+ ",1948,"Company - Public","Staffing & Outsourcing","Business Services","$2 to $5 billion (USD)","NH"
421,"Analytics - Business Assurance Data Analyst","$124K-$198K ","4.6","GreatAmerica Financial Services
","Cedar Rapids, IA","Cedar Rapids, IA","501 to 1000 ",1992,"Company - Private","Lending","Finance","$100 to $500 million (USD)","IA"
422,"Data Scientist","$124K-$198K ","4.5","Conflux Systems Inc.
","Winters, TX","Alpharetta, GA","1 to 50 ",2007,"Company - Private","Accounting","Accounting & Legal","Less than $1 million (USD)","TX"
423,"Data Scientist","$124K-$198K ","3.9","Criteo
","Ann Arbor, MI","Paris, France","1001 to 5000 ",2005,"Company - Public","Internet","Information Technology","$2 to $5 billion (USD)","MI"
424,"Data Scientist","$124K-$198K ","3.4","Voice
","Brooklyn, NY","-1","N/A",2020,"Company - Private","Internet Marketplace Platforms","Media","Unknown / Non-Applicable","NY"
425,"Data Scientist","$124K-$198K ","0","Microagility","New York, NY","Princeton, NJ","1 to 50 ",2003,"Company - Private","Consulting","Business Services","$1 to $5 million (USD)","NY"
426,"Data Scientist","$124K-$198K ","4.1","Coverent
","McLean, VA","McLean, VA","51 to 200 ",2008,"Company - Private","Consulting","Business Services","$10 to $25 million (USD)","VA"
427,"Data Scientist","$79K-$133K ","3.7","Via Transportation
","New York, NY","New York, NY","501 to 1000 ",2012,"Company - Private","Internet","Information Technology","Unknown / Non-Applicable","NY"
428,"Senior Data Scientist","$79K-$133K ","3.5","Benson Hill
","Saint Louis, MO","Saint Louis, MO","201 to 500 ",2012,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$1 to $5 million (USD)","MO"
429,"Data Scientist","$79K-$133K ","4.6","Conch Technologies, Inc
","Concord, CA","Memphis, TN","51 to 200 ",2004,"Company - Private","Consulting","Business Services","$5 to $10 million (USD)","CA"
430,"Data Scientist","$79K-$133K ","0","Falcon IT & Staffing Solutions","Fort Belvoir, VA","Delray Beach, FL","N/A",2013,"Company - Public","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","VA"
431,"Data Scientist","$79K-$133K ","0","Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH","1 to 50 ",2010,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","OH"
432,"Data Engineer","$79K-$133K ","4.4","Rocket Lawyer
","San Francisco, CA","San Francisco, CA","51 to 200 ",2008,"Company - Private","Computer Hardware & Software","Information Technology","$50 to $100 million (USD)","CA"
433,"Data Scientist","$79K-$133K ","3.6","DataLab USA
","Germantown, MD","Germantown, MD","51 to 200 ",1979,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","MD"
434,"Data Scientist","$79K-$133K ","3.1","Werner Enterprises Inc
","Omaha, NE","Omaha, NE","10000+ ",1956,"Company - Public","Logistics & Supply Chain","Transportation & Logistics","$2 to $5 billion (USD)","NE"
435,"Data Scientist","$79K-$133K ","5","PeopleCom
","McLean, VA","Reston, VA","1 to 50 ",1999,"Company - Private","Staffing & Outsourcing","Business Services","$1 to $5 million (USD)","VA"
436,"Data Scientist - Machine Learning","$79K-$133K ","5","VANTA Partners
","Open Fork, VA","Clifton Park, NY","1 to 50 ",2018,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","VA"
437,"Data Scientist","$79K-$133K ","0","B4Corp","Reston, VA","Leesburg, VA","51 to 200 ",2010,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","VA"
438,"Data Scientist","$79K-$133K ","0","Blue Icy Water, LLC","Livonia, MI","Livonia, MI","1 to 50 ",2014,"Company - Private","N/A","N/A","Unknown / Non-Applicable","MI"
439,"Data Scientist","$79K-$133K ","3.5","Farmer's Business Network, Inc.
","San Carlos, CA","San Carlos, CA","201 to 500 ",2014,"Company - Private","Farm Support Services","Agriculture & Forestry","Unknown / Non-Applicable","CA"
440,"Data Scientist","$79K-$133K ","0","Sonde Health","Boston, MA","Boston, MA","1 to 50 ",2015,"Private Practice / Firm","Health Care Services & Hospitals","Health Care","Less than $1 million (USD)","MA"
441,"Data Scientist","$79K-$133K ","5","Maxiom Technology","Ashburn, VA","Ashburn, VA","1 to 50 ",2002,"Company - Public","Biotechnology Research","Health Care","Unknown / Non-Applicable","VA"
442,"Data Scientist","$79K-$133K ","2.7","Change Healthcare
","Lombard, IL","Nashville, TN","10000+ ",2007,"Company - Public","IT Services","Information Technology","Unknown / Non-Applicable","IL"
443,"Data Scientist","$79K-$133K ","4.1","DCS Corp
","Hampton, VA","Alexandria, VA","1001 to 5000 ",1977,"Company - Private","Research & Development","Business Services","$100 to $500 million (USD)","VA"
444,"Data Scientist","$79K-$133K ","2.1","Hive (CA)
","San Francisco, CA","Los Angeles, CA","N/A",2019,"Company - Private","Telecommunications Services","Telecommunications","Unknown / Non-Applicable","CA"
445,"Machine Learning Engineer/Scientist","$79K-$133K ","4.8","Jane Street
","New York, NY","New York, NY","501 to 1000 ",2000,"Company - Private","Investment Banking & Asset Management","Finance","Unknown / Non-Applicable","NY"
446,"Data Scientist - Intermediate","$69K-$116K ","4.5","Envision LLC
","Saint Louis, MO","Saint Louis, MO","201 to 500 ",1994,"Company - Private","Staffing & Outsourcing","Business Services","$25 to $50 million (USD)","MO"
447,"Principal Data Scientist","$69K-$116K ","4","Autodesk
","San Francisco, CA","San Rafael, CA","5001 to 10000 ",1982,"Company - Public","Computer Hardware & Software","Information Technology","$2 to $5 billion (USD)","CA"
448,"Data Scientist","$69K-$116K ","3.3","Hackensack Meridian Health
","Edison, NJ","Edison, NJ","10000+ ",2016,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","$5 to $10 billion (USD)","NJ"
449,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab","$69K-$116K ","3.9","Novartis
","Cambridge, MA","Basel, Switzerland","10000+ ",1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","MA"
450,"Data Scientist","$69K-$116K ","3.2","Net2Source Inc.
","Alpharetta, GA","Somerset, NJ","1001 to 5000 ",2007,"Company - Private","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)","GA"
451,"Data Scientist","$69K-$116K ","3.2","The Trade Desk
","Boulder, CO","Ventura, CA","1001 to 5000 ",2009,"Company - Public","Internet","Information Technology","Unknown / Non-Applicable","CO"
452,"Data Scientist- Industrial Discrete Sector Industry","$69K-$116K ","3.7","IBM
","Atlanta, GA","Armonk, NY","10000+ ",1911,"Company - Public","IT Services","Information Technology","$10+ billion (USD)","GA"
453,"Data Scientist","$69K-$116K ","4.4","Knowesis Inc.
","Falls Church, VA","Fairfax, VA","51 to 200 ",2007,"Company - Private","Consulting","Business Services","$25 to $50 million (USD)","VA"
454,"Data Scientist","$69K-$116K ","3.1","MoTek Technologies
","Mountain View, CA","San Jose, CA","1 to 50 ",2009,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)","CA"
455,"Data Scientist","$69K-$116K ","3.3","The Davey Tree Expert Company
","Kent, OH","Kent, OH","10000+ ",1880,"Self-employed","Timber Operations","Agriculture & Forestry","$1 to $2 billion (USD)","OH"
456,"Data Scientist","$69K-$116K ","3.5","HPOne
","Trumbull, CT","Trumbull, CT","501 to 1000 ",2006,"Company - Private","Insurance Carriers","Insurance","$50 to $100 million (USD)","CT"
457,"Data Scientist","$69K-$116K ","0","Stride Search","San Francisco, CA","Westlake Village, CA","1 to 50 ",2012,"Company - Private","Staffing & Outsourcing","Business Services","Less than $1 million (USD)","CA"
458,"Machine Learning Engineer","$69K-$116K ","2.6","Software Engineering Institute
","Pittsburgh, PA","Pittsburgh, PA","501 to 1000 ",1984,"College / University","Colleges & Universities","Education","Unknown / Non-Applicable","PA"
459,"Data Scientist","$69K-$116K ","0","Blue Cloak LLC","Sterling, VA","Sterling, VA","N/A",2015,"N/A","Computer and Network Security","Internet Technology","-1","VA"
460,"Data Scientist","$69K-$116K ","2.7","TBWA\Chiat\Day
","New York, NY","New York, NY","1001 to 5000 ",1968,"Company - Public","Advertising & Marketing","Business Services","$100 to $500 million (USD)","NY"
461,"Data Scientist","$69K-$116K ","3.5","ThreeBridge Solutions
","Alpharetta, GA","Minneapolis, MN","501 to 1000 ",2009,"Company - Private","Consulting","Business Services","Unknown / Non-Applicable","GA"
462,"Data Scientist","$69K-$116K ","3.2","Numeric, LLC
","Philadelphia, PA","Chadds Ford, PA","1 to 50 ",1999,"Company - Private","Staffing & Outsourcing","Business Services","$5 to $10 million (USD)","PA"
463,"Data Analyst - Unilever Prestige","$69K-$116K ","3.8","Dermalogica
","Carson, CA","Carson, CA","201 to 500 ",1986,"Subsidiary or Business Segment","Consumer Products Manufacturing","Manufacturing","$100 to $500 million (USD)","CA"
464,"Data Scientist","$69K-$116K ","4.2","Centraprise
","Foster City, CA","Edison, NJ","51 to 200 ",2019,"Company - Private","IT Services","Information Technology","Less than $1 million (USD)","CA"
465,"Data Scientist","$69K-$116K ","4.8","TechProjects
","New York, NY","North Brunswick, NJ","1 to 50 ",2011,"Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","NY"
466,"Data Scientist","$69K-$116K ","4.2","DW Simpson
","Frederick, MD","Chicago, IL","51 to 200 ",1989,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)","MD"
467,"Data & Machine Learning Scientist","$31K-$56K ","3.3","Tempus Labs
","Chicago, IL","Chicago, IL","501 to 1000 ",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","IL"
468,"Data Scientist","$31K-$56K ","4","Grid Dynamics
","Santa Clara, CA","San Ramon, CA","1001 to 5000 ",2006,"Company - Private","Enterprise Software & Network Solutions","Information Technology","$50 to $100 million (USD)","CA"
469,"VP, Data Science","$31K-$56K ","3.9","7Park Data
","New York, NY","New York, NY","51 to 200 ",2012,"Company - Private","Research & Development","Business Services","Unknown / Non-Applicable","NY"
470,"Senior Business Intelligence Analyst","$31K-$56K ","3.7","Protolabs
","Maple Plain, MN","Maple Plain, MN","1001 to 5000 ",1999,"Company - Public","Miscellaneous Manufacturing","Manufacturing","$100 to $500 million (USD)","MN"
471,"Data Scientist","$31K-$56K ","3.9","LinQuest
","Colorado Springs, CO","Los Angeles, CA","501 to 1000 ",2004,"Company - Private","Aerospace & Defense","Aerospace & Defense","$50 to $100 million (USD)","CO"
472,"Data Engineer - Kafka","$31K-$56K ","3.5","Western Digital
","San Jose, CA","San Jose, CA","10000+ ",1970,"Company - Public","Computer Hardware & Software","Information Technology","$10+ billion (USD)","CA"
473,"Data Scientist","$31K-$56K ","4","Trexquant Investment
","Stamford, CT","Stamford, CT","1 to 50 ",2012,"Company - Private","Investment Banking & Asset Management","Finance","Unknown / Non-Applicable","CT"
474,"Data Scientist","$31K-$56K ","3","Ameritas Life Insurance Corp
","Cincinnati, OH","Lincoln, NE","1001 to 5000 ",1887,"Company - Private","Insurance Agencies & Brokerages","Insurance","$2 to $5 billion (USD)","OH"
475,"Data Scientist","$31K-$56K ","3.7","Fleetcor
","Atlanta, GA","Atlanta, GA","5001 to 10000 ",2000,"Company - Public","Financial Transaction Processing","Finance","$2 to $5 billion (USD)","GA"
476,"Data Scientist","$31K-$56K ","4.5","Radiant Digital
","Washington, DC","New York, NY","1 to 50 ",2000,"Company - Private","IT Services","Technology","Less than $1 million (USD)","DC"
477,"Data Scientist","$31K-$56K ","2.8","Child Care Aware of America
","Arlington, VA","Arlington, VA","51 to 200 ",1987,"Nonprofit Organization","Social Assistance","Non-Profit","$25 to $50 million (USD)","VA"
478,"Data Scientist","$31K-$56K ","4.1","IntelliPro Group Inc.
","Santa Clara, CA","Santa Clara, CA","201 to 500 ",2009,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)","CA"
479,"In-Line Inspection Data Analyst","$31K-$56K ","2.9","Quest Integrity
","Tulsa, OK","Kent, WA","201 to 500 ",1996,"Company - Public","Oil & Gas Services","Oil, Gas, Energy & Utilities","$50 to $100 million (USD)","OK"
480,"Data Scientist","$31K-$56K ","4.7","Praxis Engineering
","Chantilly, VA","Annapolis Junction, MD","201 to 500 ",2002,"Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","$100 to $500 million (USD)","VA"
481,"Data Scientist","$31K-$56K ","3.4","USI
","Southfield, MI","Saint Paul, MN","1001 to 5000 ",1998,"Company - Private","Construction","Construction, Repair & Maintenance","$100 to $500 million (USD)","MI"
482,"Data Scientist","$31K-$56K ","3.9","Apex Systems
","San Francisco, CA","Glen Allen, VA","1001 to 5000 ",1995,"Subsidiary or Business Segment","Staffing & Outsourcing","Business Services","$2 to $5 billion (USD)","CA"
483,"Data Scientist","$80K-$132K","2.9","Pragmatics, Inc.
","Reston, VA","Reston, VA","201 to 500 ",1985,"Company - Private","IT Services","Information Technology","$100 to $500 million (USD)","VA"
484,"Decision Scientist","$31K-$56K ","4.5","Johns Hopkins University Applied Physics Laboratory
","Laurel, MD","Laurel, MD","5001 to 10000 ",1942,"Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","$1 to $2 billion (USD)","MD"
485,"Data Scientist","$31K-$56K ","4.9","Cambridge Mobile Telematics
","Cambridge, MA","Cambridge, MA","1 to 50 ",2010,"Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","MA"
486,"Data Scientist - TS/SCI FSP or CI Required","$31K-$56K ","5","Phoenix Operations Group
","Annapolis Junction, MD","Woodbine, MD","1 to 50 ",2011,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)","MD"
487,"Data Scientist, Applied Machine Learning - Bay Area","$95K-$119K ","3.3","Tempus Labs
","Redwood City, CA","Chicago, IL","501 to 1000 ",2015,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","CA"
488,"Data Scientist","$95K-$119K ","3.5","The Knot Worldwide
","Washington, DC","Chevy Chase, MD","1001 to 5000 ",2019,"Company - Private","Internet","Information Technology","Unknown / Non-Applicable","DC"
489,"Data Scientist","$95K-$119K ","3.5","Crossover Health
","San Clemente, CA","Aliso Viejo, CA","1 to 50 ",2010,"Company - Private","Health Care Services & Hospitals","Health Care","$1 to $5 million (USD)","CA"
490,"Data Scientist","$95K-$119K ","4","Lorven Technologies Inc
","New York, NY","Plainsboro, NJ","1 to 50 ",2001,"Company - Private","Accounting","Accounting & Legal","Less than $1 million (USD)","NY"
491,"Data Analyst","$95K-$119K ","3.9","Nolij Consulting
","Falls Church, VA","Vienna, VA","51 to 200 ",2012,"Company - Public","Consulting","Business Services","$1 to $5 million (USD)","VA"
492,"Data Scientist","$95K-$119K ","3.4","Dice.com
","Newton, MA","Denver, CO","201 to 500 ",1990,"Subsidiary or Business Segment","Staffing & Outsourcing","Business Services","$100 to $500 million (USD)","MA"
493,"Data Scientist","$95K-$119K ","3.5","Gap Inc.
","San Francisco, CA","San Francisco, CA","10000+ ",1969,"Company - Public","Department, Clothing, & Shoe Stores","Retail","$10+ billion (USD)","CA"
494,"Data Scientist","$95K-$119K ","4.7","Tygart Technology, Inc
","Washington, DC","Fairmont, WV","1 to 50 ",1992,"Company - Private","Software Development","Programming","$1 to $5 million (USD)","DC"
495,"Data Scientist","$95K-$119K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
496,"Data Scientist","$95K-$119K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
497,"Data Scientist","$95K-$119K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
498,"Data Scientist","$95K-$119K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
499,"Data Scientist","$95K-$119K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
500,"Data Scientist","$95K-$119K ","0","Hatch Data Inc","San Francisco, CA","San Francisco, CA","N/A",2019,"N/A","Real Estate","Real Estate","-1","CA"
501,"Data Scientist","$95K-$119K ","4.6","Murray Resources
","The Woodlands, TX","Houston, TX","1 to 50 ",1988,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)","TX"
502,"Data Scientist","$95K-$119K ","4","New York Technology Partners
","Seattle, WA","Jersey City, NJ","51 to 200 ",1999,"Company - Private","Computer Hardware & Software","Information Technology","$10 to $25 million (USD)","WA"
503,"Data Scientist","$95K-$119K ","4","Two95 International Inc.
","Chicago, IL","Cherry Hill, NJ","1 to 50 ",2009,"Company - Private","Staffing & Outsourcing","Business Services","$1 to $5 million (USD)","IL"
504,"Data Scientist","$95K-$119K ","0","Sophinea","Chantilly, VA","Arlington, VA","1 to 50 ",2018,"Company - Private","IT Services","Technology","Unknown / Non-Applicable","VA"
505,"Data Scientist","$95K-$119K ","4.7","CRS Group
","Chicago, IL","Itasca, IL","51 to 200 ",1994,"Company - Private","Staffing & Outsourcing","Business Services","$10 to $25 million (USD)","IL"
506,"Data Scientist","$95K-$119K ","3.5","Blackstone Talent Group
","San Francisco, CA","San Francisco, CA","51 to 200 ",1998,"Company - Private","Consulting","Business Services","$25 to $50 million (USD)","CA"
507,"Data Scientist - TS/SCI Required","$95K-$119K ","5","Phoenix Operations Group
","Baltimore, MD","Woodbine, MD","1 to 50 ",2011,"Company - Private","IT Services","Information Technology","$1 to $5 million (USD)","MD"
508,"Senior Principal Data Scientist (Python/R)","$212K-$331K ","4.1","Roche
","Pleasanton, CA","Basel, Switzerland","10000+ ",1896,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","CA"
509,"Real World Science, Data Scientist","$212K-$331K ","4","AstraZeneca
","Wilmington, DE","Cambridge, United Kingdom","10000+ ",1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","$10+ billion (USD)","DE"
510,"Data Scientist","$212K-$331K ","3.6","Creative Circle
","United States","Los Angeles, CA","201 to 500 ",2002,"Company - Public","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","USA"
511,"Data Scientist(s)/Machine Learning Engineer","$212K-$331K ","5","Blue Horizon Tek Solutions
","New York, NY","Coconut Creek, FL","1 to 50 ",1987,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","NY"
512,"Senior Data Scientist","$212K-$331K ","3.5","Maxar Technologies
","Herndon, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
513,"Data Scientist","$212K-$331K ","4.7","Sharpedge Solutions Inc
","Seattle, WA","Lombard, IL","N/A",2000,"Company - Private","Publishing","Media","Less than $1 million (USD)","WA"
514,"Data Scientist","$212K-$331K ","3.5","Maxar Technologies
","Herndon, VA","Westminster, CO","5001 to 10000 ",2017,"Company - Public","Aerospace & Defense","Aerospace & Defense","$2 to $5 billion (USD)","VA"
515,"Data Scientist","$212K-$331K ","3.6","Alaka`ina Foundation Family of Companies
","Fort Sam Houston, TX","Honolulu, HI","501 to 1000 ",2004,"Government","Civic & Social Services","Civic","Unknown / Non-Applicable","TX"
516,"ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","$212K-$331K ","3.9","Southwest Research Institute
","Oklahoma City, OK","San Antonio, TX","1001 to 5000 ",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","OK"
517,"Data Scientist","$212K-$331K ","2.7","Hexagon US Federal
","Lexington Park, MD","Chantilly, VA","51 to 200 ",2010,"Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","MD"
518,"Data Science Software Engineer","$212K-$331K ","4.8","Klaviyo
","Boston, MA","Boston, MA","201 to 500 ",2012,"Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","MA"
519,"Scientist / Group Lead, Cancer Biology","$212K-$331K ","0","Monte Rosa Therapeutics","Cambridge, MA","Boston, MA","N/A",2019,"Company - Private","Biotechnology Research","Health Care","-1","MA"
520,"Data Scientist","$212K-$331K ","4","Comtech Global Inc
","Washington, DC","Columbus, OH","51 to 200 ",2006,"Company - Private","Health, Beauty, & Fitness","Consumer Services","$5 to $10 million (USD)","DC"
521,"Data Scientist","$212K-$331K ","3.8","Aveshka, Inc.
","Washington, DC","Arlington, VA","51 to 200 ",2010,"Company - Public","IT Services","Information Technology","$10 to $25 million (USD)","DC"
522,"Manager, Field Application Scientist, Southeast","$212K-$331K ","4.2","10x Genomics
","Raleigh, NC","Pleasanton, CA","501 to 1000 ",2012,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","NC"
523,"COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING","$212K-$331K ","3.9","Southwest Research Institute
","Dayton, OH","San Antonio, TX","1001 to 5000 ",1947,"Nonprofit Organization","Research & Development","Business Services","$500 million to $1 billion (USD)","OH"
524,"Data Scientist","$212K-$331K ","0","CompuForce","New York, NY","New York, NY","N/A",2021,"Company - Private","Staffing & Outsourcing","Information Technology","Unknown / Non-Applicable","NY"
525,"Data Scientist","$212K-$331K ","4.5","Smith Hanley Associates
","Washington, DC","New York, 061","1 to 50 ",1980,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","DC"
526,"Scientist - Machine Learning","$212K-$331K ","3.5","Allen Institute
","Seattle, WA","Seattle, WA","201 to 500 ",2003,"Nonprofit Organization","Research & Development","Business Services","$100 to $500 million (USD)","WA"
527,"Data Scientist","$212K-$331K ","2.7","1-800-Flowers
","New York, NY","Carle Place, NY","1001 to 5000 ",1976,"Company - Public","Wholesale","Business Services","$1 to $2 billion (USD)","NY"
528,"Data Scientist","$212K-$331K ","3.5","Aptive
","Washington, DC","Alexandria, VA","51 to 200 ",2012,"Company - Private","Consulting","Business Services","$25 to $50 million (USD)","DC"
529,"Data Scientist - Image and Video Analytics","$66K-$112K ","4.9","The Mom Project
","Longmont, CO","Chicago, IL","1 to 50 ",2016,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","CO"
530,"Data Scientist","$66K-$112K ","3.6","Powertek
","Washington, DC","Rockville, MD","51 to 200 ",2001,"Company - Private","IT Services","Information Technology","$25 to $50 million (USD)","DC"
531,"Data Scientist","$66K-$112K ","5","JCD Staffing
","Washington, DC","Germantown, MD","1 to 50 ",2016,"Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","DC"
532,"Data Scientist","$66K-$112K ","3.1","Bayside Solutions
","Sunnyvale, CA","Pleasanton, CA","1 to 50 ",2001,"Company - Private","Staffing & Outsourcing","Business Services","$1 to $5 million (USD)","CA"
